,train,val,test
1508560G-N,True,False,False
1739259-G-Y,True,False,False
1739259-E-Y,True,False,False
1941494-F-Y,True,False,False
1941494-C-Y,True,False,False
1941494-D-Y,True,False,False
1941494-G-Y,True,False,False
1941494-H-Y,True,False,False
1512129I-N,True,False,False
1813872A,True,False,False
1813872B,True,False,False
1813872C,True,False,False
1813872D,True,False,False
1813872E,True,False,False
3maintenance10-P001813872B,True,False,False
1625960A,True,False,False
1625960B,True,False,False
1625960C,True,False,False
1625960D,True,False,False
1625960F,True,False,False
1625960G,True,False,False
1625960H,True,False,False
1625960I,True,False,False
1625960J,True,False,False
1625960L,True,False,False
P001625960G,True,False,False
2004610B-Y,True,False,False
411477-A-N,True,False,False
411477-A-N-1,True,False,False
407984J,True,False,False
407984-T-N,True,False,False
P001823176F,True,False,False
1814971B,True,False,False
1814971C,True,False,False
1814971G,True,False,False
1814971H,True,False,False
1814971I,True,False,False
3-maintenance5-P001814971B,True,False,False
2-P001814971B,True,False,False
1736414F,True,False,False
1805427D,True,False,False
1805427E,True,False,False
1805427F,True,False,False
1805427G,True,False,False
1805427H,True,False,False
3maintenance2-P001805427B,True,False,False
1805428F-Y,True,False,False
1902979C-N,True,False,False
1949160-C-N,True,False,False
1949160-A-N,True,False,False
1832548A,True,False,False
1813206C,True,False,False
1813206F,True,False,False
1813206G,True,False,False
1813206H,True,False,False
1813206I,True,False,False
3-maintenance1-P001813206B,True,False,False
1427159G-Y,True,False,False
P001716341A,True,False,False
1908223B-Y,True,False,False
2000957A-Y,True,False,False
312402Q,True,False,False
312402,True,False,False
312402A,True,False,False
312402B,True,False,False
312402C,True,False,False
312402D,True,False,False
312402E,True,False,False
312402F,True,False,False
312402G,True,False,False
312402H,True,False,False
312402N,True,False,False
312402O,True,False,False
312402P,True,False,False
312402V,True,False,False
312402R,True,False,False
312402S,True,False,False
312402T,True,False,False
1822186A,True,False,False
1802840A-Y,True,False,False
2013094B-Y,True,False,False
109418-X-N,True,False,False
109418-E-N,True,False,False
109418-G-N,True,False,False
120099,True,False,False
200099-H-Y,True,False,False
200099-O-Y,True,False,False
201611-F-N,True,False,False
201611G-N,True,False,False
1623931C-Y,True,False,False
1707649A,True,False,False
1707649C,True,False,False
1707649D,True,False,False
1707649E,True,False,False
1707649F,True,False,False
1707649G,True,False,False
P001707649A,True,False,False
1229332C-N,True,False,False
1325470C-N,True,False,False
1431983H-1-N,True,False,False
1431983H-2-N,True,False,False
1610403-B-Y,True,False,False
1610403A-Y,True,False,False
1610648I-Y,True,False,False
1612595C,True,False,False
1702510F,True,False,False
2014353A-Y,True,False,False
1717035D,True,False,False
1739558A,True,False,False
1739558C,True,False,False
1739558D,True,False,False
1739558E,True,False,False
1739558F,True,False,False
1739558G,True,False,False
1739558H,True,False,False
3-maintenance9-P001739558B,True,False,False
1828187C,True,False,False
3mainttenance4-P001828187A,True,False,False
1828187A,True,False,False
1828187B,True,False,False
1828186-B-Y,True,False,False
1907335B-Y,True,False,False
1922917A-N,True,False,False
1922917B-N,True,False,False
1929771-A-Y,True,False,False
1935769C-Y,True,False,False
2008628A-Y,True,False,False
2010717A-Y,True,False,False
2010109A-Y,True,False,False
1713372B,False,True,False
1713372E,False,True,False
1713372F,False,True,False
P001713372B,False,True,False
225841-N-N,False,True,False
225841-L-N,False,True,False
1946957B-Y,False,True,False
1839956B-Y,False,True,False
1902079B-N,False,True,False
227953A,False,True,False
227953B,False,True,False
227953C,False,True,False
227953D,False,True,False
227953H,False,True,False
227953I,False,True,False
P001227953B,False,True,False
1628757C,False,True,False
1628757D,False,True,False
1628757F,False,True,False
2-P001628757C,False,True,False
3-maintenance3-P001628757B,False,True,False
1628757G,False,True,False
1924942C-Y,False,True,False
2010277B-Y,False,True,False
1613742F,False,True,False
1525978,False,True,False
1525978A,False,True,False
1525978B,False,True,False
1525978C,False,True,False
1525978D,False,True,False
1525978E,False,True,False
1525978G,False,True,False
1525978O,False,True,False
1525978R,False,True,False
1525978S,False,True,False
1525978T,False,True,False
1525978U,False,True,False
1525978V,False,True,False
1525978X,False,True,False
1525978Z4,False,True,False
1525978Z6,False,True,False
1525978Z7,False,True,False
1525978Z8,False,True,False
1525978Z99,False,True,False
21609002G,False,True,False
1609002I,False,True,False
