,train,val,test
0,522963,1813872A,1713372B
1,1508560G-N,1813872B,1713372E
2,500203D,1813872C,1713372F
3,500203-F-Y,1813872D,P001713372B
4,500203-D-Y,1813872E,225841-N-N
5,P001832850D,3maintenance10-P001813872B,225841-L-N
6,1832850C,407984J,1946957B-Y
7,1832850D,407984-T-N,1839956B-Y
8,1739259-G-Y,1805427D,1902079B-N
9,1739259-E-Y,1805427E,227953A
10,1941494-F-Y,1805427F,227953B
11,1941494-C-Y,1805427G,227953C
12,1941494-D-Y,1805427H,227953D
13,1941494-G-Y,3maintenance2-P001805427B,227953H
14,1941494-H-Y,1805428F-Y,227953I
15,1512129I-N,1902979C-N,P001227953B
16,1625960A,1908223B-Y,1628757C
17,1625960B,2000957A-Y,1628757D
18,1625960C,1822186A,1628757F
19,1625960D,2013094B-Y,2-P001628757C
20,1625960F,120099,3-maintenance3-P001628757B
21,1625960G,200099-H-Y,1628757G
22,1625960H,200099-O-Y,1924942C-Y
23,1625960I,201611-F-N,2010277B-Y
24,1625960J,201611G-N,1613742F
25,1625960L,1707649A,1525978
26,P001625960G,1707649C,1525978A
27,2004610B-Y,1707649D,1525978B
28,411477-A-N,1707649E,1525978C
29,411477-A-N-1,1707649F,1525978D
30,P001823176F,1707649G,1525978E
31,1814971B,P001707649A,1525978G
32,1814971C,1229332C-N,1525978O
33,1814971G,1610403-B-Y,1525978R
34,1814971H,1610403A-Y,1525978S
35,1814971I,1610648I-Y,1525978T
36,3-maintenance5-P001814971B,1935769C-Y,1525978U
37,2-P001814971B,2010717A-Y,1525978V
38,1736414F,2010109A-Y,1525978X
39,1911849B-Y,,1525978Z4
40,223338G,,1525978Z6
41,223338-F-N,,1525978Z7
42,1949160-C-N,,1525978Z8
43,1949160-A-N,,1525978Z99
44,1832548A,,21609002G
45,1813206C,,1609002I
46,1813206F,,1609002A
47,1813206G,,1609002B
48,1813206H,,1609002D
49,1813206I,,1609002E
50,3-maintenance1-P001813206B,,1609002F
51,1427159G-Y,,1609002H
52,P001716341A,,1609002J
53,902765,,1609002K
54,902765C,,1609002L
55,P000902765B,,1609002M
56,312402Q,,1609002N
57,312402,,1609002O
58,312402A,,1609002P
59,312402B,,1609002P1
60,312402C,,1609002Y
61,312402D,,1631378A-Y
62,312402E,,1805432D
63,312402F,,P001805432A
64,312402G,,1801211-B-Y
65,312402H,,1801211-C-Y
66,312402N,,1809923A
67,312402O,,1809923B
68,312402P,,3maintenance8-P001809923A
69,312402V,,2-P001809923A
70,312402R,,1922271A-Y
71,312402S,,1920531A-Y
72,312402T,,1920532A-Y
73,1802840A-Y,,P001210190K
74,109418-X-N,,210190
75,109418-E-N,,210190A
76,109418-G-N,,210190C
77,1623931C-Y,,210190D
78,220725D,,210190F
79,P001220725D,,210190G
80,220725B,,210190H
81,220725C,,210190I
82,220725G,,210190M
83,220725I,,210190N
84,220725J,,210190O
85,220725K,,210190P
86,220725L,,210190Q
87,220725M,,210190S
88,220725N,,210190U
89,220725O,,210190V
90,224800A,,210190Y
91,224800C,,
92,224800D,,
93,224800E,,
94,224800F,,
95,224800H,,
96,224800I,,
97,224800J,,
98,224800K,,
99,224800L,,
100,224800M,,
101,224800N,,
102,224800O,,
103,224800P,,
104,224800Q,,
105,224800R,,
106,224800S,,
107,224800T,,
108,224800U,,
109,224800V,,
110,224800W,,
111,224800X,,
112,224800Y,,
113,3-maintenance6-P001224800K,,
114,2-P001224800L,,
115,1325470C-N,,
116,1431983H-1-N,,
117,1431983H-2-N,,
118,421183F,,
119,420978-F-Y,,
120,420978-A-Y,,
121,420978-D-Y,,
122,420978G-Y,,
123,1632152C,,
124,2-1613704B,,
125,1612595C,,
126,1702510F,,
127,2014353A-Y,,
128,1717035D,,
129,3mainttenance7-P001731444E,,
130,1735362J-Y,,
131,1739558A,,
132,1739558C,,
133,1739558D,,
134,1739558E,,
135,1739558F,,
136,1739558G,,
137,1739558H,,
138,3-maintenance9-P001739558B,,
139,1810938E-N,,
140,1810938D-N,,
141,1810938E-1-N,,
142,1828187C,,
143,3mainttenance4-P001828187A,,
144,1828187A,,
145,1828187B,,
146,1828186-B-Y,,
147,1907335B-Y,,
148,1922917A-N,,
149,1922917B-N,,
150,1929771-A-Y,,
151,2008628A-Y,,
152,1950280-D-Y,,
153,1950280-E-Y,,
