,train,val,test
0,522963,1508560G-N,1813872A
1,500203D,1512129I-N,1813872B
2,500203-F-Y,2004610B-Y,1813872C
3,500203-D-Y,1814971B,1813872D
4,P001832850D,1814971C,1813872E
5,1832850C,1814971G,3maintenance10-P001813872B
6,1832850D,1814971H,407984J
7,1739259-G-Y,1814971I,407984-T-N
8,1739259-E-Y,3-maintenance5-P001814971B,1805427D
9,1941494-F-Y,2-P001814971B,1805427E
10,1941494-C-Y,312402Q,1805427F
11,1941494-D-Y,312402,1805427G
12,1941494-G-Y,312402A,1805427H
13,1941494-H-Y,312402B,3maintenance2-P001805427B
14,1713372B,312402C,1805428F-Y
15,1713372E,312402D,1902979C-N
16,1713372F,312402E,1908223B-Y
17,P001713372B,312402F,2000957A-Y
18,225841-N-N,312402G,1822186A
19,225841-L-N,312402H,2013094B-Y
20,1625960A,312402N,120099
21,1625960B,312402O,200099-H-Y
22,1625960C,312402P,200099-O-Y
23,1625960D,312402V,201611-F-N
24,1625960F,312402R,201611G-N
25,1625960G,312402S,1707649A
26,1625960H,312402T,1707649C
27,1625960I,1802840A-Y,1707649D
28,1625960J,1623931C-Y,1707649E
29,1625960L,1325470C-N,1707649F
30,P001625960G,1431983H-1-N,1707649G
31,411477-A-N,1431983H-2-N,P001707649A
32,411477-A-N-1,1612595C,1229332C-N
33,P001823176F,1702510F,1610403-B-Y
34,1736414F,1717035D,1610403A-Y
35,1911849B-Y,1739558A,1610648I-Y
36,1946957B-Y,1739558C,1935769C-Y
37,223338G,1739558D,2010717A-Y
38,223338-F-N,1739558E,2010109A-Y
39,1949160-C-N,1739558F,
40,1949160-A-N,1739558G,
41,1832548A,1739558H,
42,1839956B-Y,3-maintenance9-P001739558B,
43,1813206C,1907335B-Y,
44,1813206F,2008628A-Y,
45,1813206G,,
46,1813206H,,
47,1813206I,,
48,3-maintenance1-P001813206B,,
49,1427159G-Y,,
50,P001716341A,,
51,902765,,
52,902765C,,
53,P000902765B,,
54,109418-X-N,,
55,109418-E-N,,
56,109418-G-N,,
57,1902079B-N,,
58,220725D,,
59,P001220725D,,
60,220725B,,
61,220725C,,
62,220725G,,
63,220725I,,
64,220725J,,
65,220725K,,
66,220725L,,
67,220725M,,
68,220725N,,
69,220725O,,
70,224800A,,
71,224800C,,
72,224800D,,
73,224800E,,
74,224800F,,
75,224800H,,
76,224800I,,
77,224800J,,
78,224800K,,
79,224800L,,
80,224800M,,
81,224800N,,
82,224800O,,
83,224800P,,
84,224800Q,,
85,224800R,,
86,224800S,,
87,224800T,,
88,224800U,,
89,224800V,,
90,224800W,,
91,224800X,,
92,224800Y,,
93,3-maintenance6-P001224800K,,
94,2-P001224800L,,
95,227953A,,
96,227953B,,
97,227953C,,
98,227953D,,
99,227953H,,
100,227953I,,
101,P001227953B,,
102,1628757C,,
103,1628757D,,
104,1628757F,,
105,2-P001628757C,,
106,3-maintenance3-P001628757B,,
107,1628757G,,
108,1924942C-Y,,
109,2010277B-Y,,
110,1613742F,,
111,421183F,,
112,420978-F-Y,,
113,420978-A-Y,,
114,420978-D-Y,,
115,420978G-Y,,
116,1632152C,,
117,1525978,,
118,1525978A,,
119,1525978B,,
120,1525978C,,
121,1525978D,,
122,1525978E,,
123,1525978G,,
124,1525978O,,
125,1525978R,,
126,1525978S,,
127,1525978T,,
128,1525978U,,
129,1525978V,,
130,1525978X,,
131,1525978Z4,,
132,1525978Z6,,
133,1525978Z7,,
134,1525978Z8,,
135,1525978Z99,,
136,2-1613704B,,
137,21609002G,,
138,1609002I,,
139,1609002A,,
140,1609002B,,
141,1609002D,,
142,1609002E,,
143,1609002F,,
144,1609002H,,
145,1609002J,,
146,1609002K,,
147,1609002L,,
148,1609002M,,
149,1609002N,,
150,1609002O,,
151,1609002P,,
152,1609002P1,,
153,1609002Y,,
154,1631378A-Y,,
155,1805432D,,
156,P001805432A,,
157,2014353A-Y,,
158,3mainttenance7-P001731444E,,
159,1735362J-Y,,
160,1801211-B-Y,,
161,1801211-C-Y,,
162,1809923A,,
163,1809923B,,
164,3maintenance8-P001809923A,,
165,2-P001809923A,,
166,1810938E-N,,
167,1810938D-N,,
168,1810938E-1-N,,
169,1922271A-Y,,
170,1828187C,,
171,3mainttenance4-P001828187A,,
172,1828187A,,
173,1828187B,,
174,1828186-B-Y,,
175,1920531A-Y,,
176,1920532A-Y,,
177,1922917A-N,,
178,1922917B-N,,
179,1929771-A-Y,,
180,1950280-D-Y,,
181,1950280-E-Y,,
182,P001210190K,,
183,210190,,
184,210190A,,
185,210190C,,
186,210190D,,
187,210190F,,
188,210190G,,
189,210190H,,
190,210190I,,
191,210190M,,
192,210190N,,
193,210190O,,
194,210190P,,
195,210190Q,,
196,210190S,,
197,210190U,,
198,210190V,,
199,210190Y,,
