,train,val,test
0,483680,483696,483688
1,483681,483697,483689
2,483680aug1,483698,483690
3,483681aug1,483699,483691
4,483723,483700,483692
5,483724,483696aug1,483693
6,483723aug1,483697aug1,483694
7,483724aug1,483698aug1,483695
8,483720,483699aug1,483688aug1
9,483721,483700aug1,483689aug1
10,483722,483708,483690aug1
11,483725,483708aug1,483691aug1
12,483720aug1,483710,483692aug1
13,483721aug1,483711,483693aug1
14,483722aug1,483713,483694aug1
15,483725aug1,483714,483695aug1
16,483361,483715,483682
17,483364,483716,483683
18,483361aug1,483717,483684
19,483364aug1,483718,483682aug1
20,482901,483719,483683aug1
21,482902,484199,483684aug1
22,482903,483710aug1,483685
23,482901aug1,483711aug1,483686
24,482902aug1,483713aug1,483687
25,482903aug1,483714aug1,483685aug1
26,480221,483715aug1,483686aug1
27,480226,483716aug1,483687aug1
28,482959,483717aug1,483726
29,482960,483718aug1,483727
30,482961,483719aug1,483728
31,482962,484199aug1,483729
32,482963,483667,483731
33,482964,483668,484203
34,483112,483669,483726aug1
35,480221aug1,483670,483727aug1
36,480226aug1,483672,483728aug1
37,482959aug1,483673,483729aug1
38,482960aug1,483674,483731aug1
39,482961aug1,483675,484203aug1
40,482962aug1,483676,483660
41,482963aug1,483677,483661
42,482964aug1,483678,483662
43,483112aug1,483679,483663
44,480151,484195,483666
45,480156,484197,484189
46,480159,483667aug1,483660aug1
47,480151aug1,483668aug1,483661aug1
48,480156aug1,483669aug1,483662aug1
49,480159aug1,483670aug1,483663aug1
50,483784,483672aug1,483666aug1
51,483785,483673aug1,484189aug1
52,483786,483674aug1,482683
53,483787,483675aug1,482685
54,483788,483676aug1,482686
55,483927,483677aug1,483405
56,483784aug1,483678aug1,482683aug1
57,483785aug1,483679aug1,482685aug1
58,483786aug1,484195aug1,482686aug1
59,483787aug1,484197aug1,483405aug1
60,483788aug1,483777,482888
61,483927aug1,483778,482888aug1
62,482672,483777aug1,480312
63,482673,483778aug1,480316
64,483399,482680,480320
65,482672aug1,482681,480323
66,482673aug1,482682,480324
67,483399aug1,482680aug1,480325
68,482868,482681aug1,480312aug1
69,482869,482682aug1,480316aug1
70,482870,480279,480320aug1
71,482871,480284,480323aug1
72,482872,480288,480324aug1
73,482873,480294,480325aug1
74,483359,480298,480267
75,482868aug1,480303,480274
76,482869aug1,480307,480326
77,482870aug1,482966,480327
78,482871aug1,482967,480328
79,482872aug1,480279aug1,480267aug1
80,482873aug1,480284aug1,480274aug1
81,483359aug1,480288aug1,480326aug1
82,482863,480294aug1,480327aug1
83,482864,480298aug1,480328aug1
84,482865,480303aug1,480232
85,483358,480307aug1,480237
86,482863aug1,482966aug1,480258
87,482864aug1,482967aug1,480263
88,482865aug1,480120,481140
89,483358aug1,480124,481469
90,482642,480130,481470
91,482643,480135,480232aug1
92,482644,481118,480237aug1
93,482645,481121,480258aug1
94,482646,481128,480263aug1
95,482647,481465,481140aug1
96,482648,480120aug1,481469aug1
97,482649,480124aug1,481470aug1
98,482642aug1,480130aug1,480164
99,482643aug1,480135aug1,480169
100,482644aug1,481118aug1,480173
101,482645aug1,481121aug1,480177
102,482646aug1,481128aug1,480180
103,482647aug1,481465aug1,480164aug1
104,482648aug1,482674,480169aug1
105,482649aug1,482675,480173aug1
106,480332,482676,480177aug1
107,480333,482677,480180aug1
108,480334,482678,480189
109,480335,483406,480194
110,480336,482674aug1,480198
111,480337,482675aug1,480208
112,480338,482676aug1,480212
113,480332aug1,482677aug1,480217
114,480333aug1,482678aug1,481129
115,480334aug1,483406aug1,481132
116,480335aug1,483748,480189aug1
117,480336aug1,483749,480194aug1
118,480337aug1,483750,480198aug1
119,480338aug1,483751,480208aug1
120,480356,483752,480212aug1
